seat_allotment,Phase,constituency_no,constituency_name,district,candidate,party,Votes
INC,4.00,223.00,Jhansi Nagar,Jhansi,LAXMAN SINGH,others,1249.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,UMESH YADAV,RLD,968.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,None of the Above,None of the Above,953.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,ARVIND KUMAR VERMA,others,932.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,RAM KISHAN RAIKWAR,Independent,769.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,SANJEEV KUMAR SINGH,Independent,715.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,KUNWAR SATYENDRA PAL SINGH,others,672.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,MOHAMMAD IMRAN KHAN,Independent,499.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,JITENDRA BHADAURIYA,Independent,469.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,NEETA TIWARI,Independent,421.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,ER. RAMNATH SAHU,others,393.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,SHANKARLAL KUSHWAHA,others,279.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,SUNIL PRAJAPATI,Independent,247.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,ARUN KUMAR SAHU,others,222.00
INC,4.00,223.00,Jhansi Nagar,Jhansi,PT. KRISHNA GOPAL DWIVEDI,others,183.00
SP,4.00,224.00,Mauranipur (SC),Jhansi,BIHARILAL ARYA,BJP+,98905.00
SP,4.00,224.00,Mauranipur (SC),Jhansi,DR.RASHMI ARYA,SP,81934.00
SP,4.00,224.00,Mauranipur (SC),Jhansi,PRAGEELAL AHIRWAR,BSP,77919.00
SP,4.00,224.00,Mauranipur (SC),Jhansi,None of the Above,None of the Above,3536.00
SP,4.00,224.00,Mauranipur (SC),Jhansi,ANIL SHRIVAS,others,1416.00
SP,4.00,224.00,Mauranipur (SC),Jhansi,DRAGPAL AHIRWAR,Independent,1229.00
SP,4.00,224.00,Mauranipur (SC),Jhansi,JAI PRAKASH (ANAND),others,1070.00
SP,4.00,224.00,Mauranipur (SC),Jhansi,TULARAM AHIRWAR,Independent,958.00
SP,4.00,224.00,Mauranipur (SC),Jhansi,MANOHAR,others,695.00
SP,4.00,224.00,Mauranipur (SC),Jhansi,SMT. BRIJKUNWAR,others,638.00
SP,4.00,224.00,Mauranipur (SC),Jhansi,BRIJLAL BIJRAUNIYA,others,483.00
SP,4.00,225.00,Garautha,Jhansi,JAWAHAR LAL RAJPOOT,BJP+,93378.00
SP,4.00,225.00,Garautha,Jhansi,DEEP NARAYAN SINGH (DEEPAK YADAV),SP,77547.00
SP,4.00,225.00,Garautha,Jhansi,DR. ARUN KUMAR MISHRA,BSP,48387.00
SP,4.00,225.00,Garautha,Jhansi,None of the Above,None of the Above,2645.00
SP,4.00,225.00,Garautha,Jhansi,RAJENDRA PAL,others,1197.00
SP,4.00,225.00,Garautha,Jhansi,GULAB SINGH,RLD,1061.00
SP,4.00,225.00,Garautha,Jhansi,AMAR SINGH (FAUJI),others,926.00
SP,4.00,225.00,Garautha,Jhansi,RAMGOPAL,Independent,831.00
SP,4.00,225.00,Garautha,Jhansi,MADHUPAL SINGH,Independent,789.00
SP,4.00,225.00,Garautha,Jhansi,SUSHANTI YADAV,Independent,691.00
SP,4.00,225.00,Garautha,Jhansi,GYADEEN,Independent,522.00
SP,4.00,225.00,Garautha,Jhansi,BALARAM VERMA,others,492.00
SP,4.00,225.00,Garautha,Jhansi,ATMARAM,others,321.00
SP,4.00,226.00,Lalitpur,Lalitpur,RAMRATAN KUSHWAHA,BJP+,156942.00
SP,4.00,226.00,Lalitpur,Lalitpur,JYOTI SINGH,SP,88687.00
SP,4.00,226.00,Lalitpur,Lalitpur,SANTOSH KUSHWAHA,BSP,55549.00
SP,4.00,226.00,Lalitpur,Lalitpur,None of the Above,None of the Above,4859.00
SP,4.00,226.00,Lalitpur,Lalitpur,PARVAT LAL AHIRWAR,others,3479.00
SP,4.00,226.00,Lalitpur,Lalitpur,PRADEEP KUMAR GUPTA,Independent,1602.00
SP,4.00,226.00,Lalitpur,Lalitpur,GANESHRAM RAJAK,Independent,1556.00
SP,4.00,226.00,Lalitpur,Lalitpur,SACHENDRA,Independent,1305.00
SP,4.00,226.00,Lalitpur,Lalitpur,OMPRAKASH,others,1186.00
SP,4.00,226.00,Lalitpur,Lalitpur,KAMALESH KUMAR,Independent,1027.00
SP,4.00,226.00,Lalitpur,Lalitpur,KRANTI,others,947.00
SP,4.00,226.00,Lalitpur,Lalitpur,RAJENDRA KUMAR KUSHWAH,others,711.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,MANOHAR LAL,BJP+,159291.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,FERAN LAL,BSP,59727.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,BRIJ LAL KHABRI,INC,43171.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,RAMESH KHATIK,SP,27031.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,ARADHANA,others,4603.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,None of the Above,None of the Above,4092.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,SUKH DAYAL,Independent,1939.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,RAM LAL,Independent,1868.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,MANOJ KUMAR,Independent,1492.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,DASHRATH,others,1217.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,PRITAM LAL,Independent,1057.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,JITENDRA,Independent,786.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,KANHAIYA,Independent,741.00
FF,4.00,227.00,Mehroni (SC),Lalitpur,RAKESH KUMAR,others,738.00
SP,4.00,228.00,Hamirpur,Hamirpur,ASHOK KUMAR SINGH CHANDEL,BJP+,110888.00
SP,4.00,228.00,Hamirpur,Hamirpur,DR. MANOJ KUMAR PRAJAPATI,SP,62233.00
SP,4.00,228.00,Hamirpur,Hamirpur,SANJEEV KUMAR URF SANJAY DIXIT,BSP,60543.00
SP,4.00,228.00,Hamirpur,Hamirpur,ANUDDIN (MAULANA KHAN),others,8513.00
SP,4.00,228.00,Hamirpur,Hamirpur,None of the Above,None of the Above,3356.00
SP,4.00,228.00,Hamirpur,Hamirpur,DHARMENDRA,others,1931.00
SP,4.00,228.00,Hamirpur,Hamirpur,RAMAKANT,Independent,1022.00
SP,4.00,228.00,Hamirpur,Hamirpur,LALLU PRASAD,Independent,990.00
SP,4.00,228.00,Hamirpur,Hamirpur,OM PRAKASH,others,912.00
SP,4.00,228.00,Hamirpur,Hamirpur,MAHESHWARIDEEN,others,841.00
SP,4.00,228.00,Hamirpur,Hamirpur,JAMAL ALAM,others,748.00
SP,4.00,228.00,Hamirpur,Hamirpur,RAM MILAN,others,629.00
INC,4.00,229.00,Rath (SC),Hamirpur,MANISHA ANURAGI,BJP+,147526.00
INC,4.00,229.00,Rath (SC),Hamirpur,GAYADEEN ANURAGI,INC,42883.00
INC,4.00,229.00,Rath (SC),Hamirpur,ANIL KUMAR AHIRWAR,BSP,38710.00
INC,4.00,229.00,Rath (SC),Hamirpur,None of the Above,None of the Above,4595.00
INC,4.00,229.00,Rath (SC),Hamirpur,AJIT KUMAR,others,3083.00
INC,4.00,229.00,Rath (SC),Hamirpur,GANGOTRI,Independent,2334.00
INC,4.00,229.00,Rath (SC),Hamirpur,RAMESH CHANDRA VERMA,others,1674.00
INC,4.00,229.00,Rath (SC),Hamirpur,DEVI SINGH,others,1206.00
SP,4.00,230.00,Mahoba,Mahoba,RAKESH KUMAR GOSWAMI,BJP+,88291.00
SP,4.00,230.00,Mahoba,Mahoba,SIDDH GOPAL SAHU,SP,56904.00
SP,4.00,230.00,Mahoba,Mahoba,ARIMARDAN SINGH,BSP,41915.00
SP,4.00,230.00,Mahoba,Mahoba,None of the Above,None of the Above,2720.00
SP,4.00,230.00,Mahoba,Mahoba,MUNNALAL DHURIYA,others,1670.00
SP,4.00,230.00,Mahoba,Mahoba,UTTAM SINGH,RLD,1577.00
SP,4.00,230.00,Mahoba,Mahoba,PRAMOD KUMAR,others,1227.00
SP,4.00,230.00,Mahoba,Mahoba,RAMSWAROOP,Independent,844.00
SP,4.00,230.00,Mahoba,Mahoba,SANJAY KUMAR,Independent,843.00
SP,4.00,230.00,Mahoba,Mahoba,RAKESH SINGH,Independent,726.00
SP,4.00,230.00,Mahoba,Mahoba,SAVITA SINGH,others,556.00
SP,4.00,231.00,Charkhari,Mahoba,BRIJBHUSHAN RAJPOOT ALIAS GUDDU BHAIYA,BJP+,98360.00
SP,4.00,231.00,Charkhari,Mahoba,URMILA DEVI,SP,54346.00
SP,4.00,231.00,Charkhari,Mahoba,JITENDRA KUMAR MISHRA,BSP,47408.00
SP,4.00,231.00,Charkhari,Mahoba,None of the Above,None of the Above,2775.00
SP,4.00,231.00,Charkhari,Mahoba,HEMLATA KUSHWAHA,others,2178.00
SP,4.00,231.00,Charkhari,Mahoba,SUSHEEL KUMAR,others,2023.00
SP,4.00,231.00,Charkhari,Mahoba,DILIP SINGH,RLD,1627.00
SP,4.00,231.00,Charkhari,Mahoba,ARJUN SINGH,Independent,1269.00
SP,4.00,231.00,Charkhari,Mahoba,PREMCHANDRA,Independent,1261.00
SP,4.00,231.00,Charkhari,Mahoba,LAXMI PRASAD,Independent,1061.00
SP,4.00,231.00,Charkhari,Mahoba,RAMBHUVAN SINGH ALIAS PRABHAT,Independent,754.00
SP,4.00,231.00,Charkhari,Mahoba,KUNWAR LAL,Independent,643.00
INC,4.00,232.00,Tindwari,Banda,BRAJESH KUMAR PRAJAPATI,BJP+,82197.00
INC,4.00,232.00,Tindwari,Banda,JAGDISH PRASAD PRAJAPATI,BSP,44790.00
INC,4.00,232.00,Tindwari,Banda,DALJEET SINGH,INC,42089.00
INC,4.00,232.00,Tindwari,Banda,RAMKARAN SINGH BACHCHAN,others,4688.00
INC,4.00,232.00,Tindwari,Banda,SHYAM BABU,others,3304.00
INC,4.00,232.00,Tindwari,Banda,None of the Above,None of the Above,2875.00
INC,4.00,232.00,Tindwari,Banda,YOGENDRA SINGH,Independent,1035.00
INC,4.00,232.00,Tindwari,Banda,SURESH KUMAR NISHAD,others,1034.00
INC,4.00,232.00,Tindwari,Banda,SHIVVILAS SINGH,Independent,1000.00
INC,4.00,232.00,Tindwari,Banda,ACHCHHE LAL,others,823.00
INC,4.00,232.00,Tindwari,Banda,BABITA DEVI,others,537.00
INC,4.00,232.00,Tindwari,Banda,DILEEP KUMAR,others,451.00
SP,4.00,233.00,Baberu,Banda,CHANDRAPAL KUSHWAHA,BJP+,76187.00
SP,4.00,233.00,Baberu,Banda,KIRAN YADAV,BSP,53886.00
SP,4.00,233.00,Baberu,Banda,BISHAMBHAR SINGH,SP,51693.00
SP,4.00,233.00,Baberu,Banda,None of the Above,None of the Above,3559.00
SP,4.00,233.00,Baberu,Banda,RAJBAHADUR,Independent,2881.00
SP,4.00,233.00,Baberu,Banda,HASEEB ALI,others,2788.00
SP,4.00,233.00,Baberu,Banda,SHIV SHARAN,others,1941.00
SP,4.00,233.00,Baberu,Banda,JAGROOP BHASKAR,others,965.00
INC,4.00,234.00,Naraini (SC),Banda,RAJ KARAN KABIR,BJP+,92412.00
INC,4.00,234.00,Naraini (SC),Banda,BHARAT LAL DIWAKAR,INC,47405.00
INC,4.00,234.00,Naraini (SC),Banda,GAYACHARAN DINKAR,BSP,44610.00
INC,4.00,234.00,Naraini (SC),Banda,None of the Above,None of the Above,3655.00
INC,4.00,234.00,Naraini (SC),Banda,DAYA RAM,others,3344.00
INC,4.00,234.00,Naraini (SC),Banda,MATA PRASAD,Independent,2442.00
INC,4.00,234.00,Naraini (SC),Banda,RAMESHCHANDRA KURIL,RLD,2407.00
INC,4.00,234.00,Naraini (SC),Banda,RAMKRIPAL,Independent,1899.00
INC,4.00,234.00,Naraini (SC),Banda,BABOORAM VERMA,others,1503.00
INC,4.00,234.00,Naraini (SC),Banda,RAMCHARAN,Independent,1083.00
INC,4.00,234.00,Naraini (SC),Banda,RAJENDRA KUMAR,Independent,972.00
INC,4.00,234.00,Naraini (SC),Banda,RAM KHELAVAN,others,826.00
INC,4.00,234.00,Naraini (SC),Banda,RAMKISHOR,Independent,770.00
INC,4.00,234.00,Naraini (SC),Banda,ARUN KUMAR,Independent,673.00
INC,4.00,235.00,Banda,Banda,PRAKASH DWIVEDI,BJP+,83169.00
INC,4.00,235.00,Banda,Banda,MADHUSUDAN KUSHWAHA,BSP,50341.00
INC,4.00,235.00,Banda,Banda,VIVEK KUMAR SINGH,INC,32223.00
INC,4.00,235.00,Banda,Banda,MOHD. ASLAM,Independent,2736.00
INC,4.00,235.00,Banda,Banda,SHYAM SUNDER SINGH,others,1953.00
INC,4.00,235.00,Banda,Banda,VIMAL KRISHAN,others,1642.00
INC,4.00,235.00,Banda,Banda,MOHD. IRFAN,Independent,1399.00
INC,4.00,235.00,Banda,Banda,RAM PRAKASH,others,1099.00
INC,4.00,235.00,Banda,Banda,RAVINDRA NATH GUPTA,RLD,991.00
INC,4.00,235.00,Banda,Banda,None of the Above,None of the Above,979.00
INC,4.00,235.00,Banda,Banda,GULAB CHANDRA KUSHWAHA,others,861.00
INC,4.00,235.00,Banda,Banda,KAMTA PRASAD TRIVEDI,Independent,673.00
INC,4.00,235.00,Banda,Banda,RAM PRAVESH YADAV,others,576.00
INC,4.00,235.00,Banda,Banda,RAMAUTAR,others,530.00
INC,4.00,235.00,Banda,Banda,GYANENDRA SRIVASTAVA,Independent,515.00
INC,4.00,235.00,Banda,Banda,SANJEEV GUPTA,Independent,476.00
INC,4.00,235.00,Banda,Banda,RAMESH KUMAR,others,476.00
INC,4.00,235.00,Banda,Banda,AMIT,others,434.00
INC,4.00,235.00,Banda,Banda,RAMSHARAN,Independent,339.00
INC,4.00,235.00,Banda,Banda,RANJEET,others,324.00
INC,4.00,235.00,Banda,Banda,MOHD. TAUFIQUE,others,300.00
INC,4.00,235.00,Banda,Banda,RAVIKANT,others,298.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,CHANDRIKA PRASAD UPADHYAY,BJP+,90366.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,VEER SINGH,SP,63430.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,JAGDISH PRASAD GAUTAM,BSP,47780.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,None of the Above,None of the Above,3529.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,AMIT YADAV,others,3378.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,UGRASEN,others,2679.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,CHHEDILAL,others,2543.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,CHANDRA KISHOR DWIVEDI,others,1746.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,ASHISH SINGH,RLD,1237.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,SHIVA KANT SHASTRI,Independent,1186.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,DURGESH,others,1147.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,SATYNARAYAN,Independent,1136.00
SP,4.00,236.00,Chitrakoot,Chitrakoot,CHANDAN SINGH,others,1042.00
INC,4.00,237.00,Manikpur,Chitrakoot,R.K. SINGH PATEL,BJP+,84988.00
INC,4.00,237.00,Manikpur,Chitrakoot,SAMPAT PAL,INC,40524.00
INC,4.00,237.00,Manikpur,Chitrakoot,CHANDRABHAN SINGH PATEL,BSP,32498.00
INC,4.00,237.00,Manikpur,Chitrakoot,DADDU PRASAD,others,9697.00
INC,4.00,237.00,Manikpur,Chitrakoot,SUKHLAL NISHAD,others,5329.00
INC,4.00,237.00,Manikpur,Chitrakoot,DINESH PRASAD,RLD,4611.00
INC,4.00,237.00,Manikpur,Chitrakoot,None of the Above,None of the Above,3752.00
INC,4.00,237.00,Manikpur,Chitrakoot,AKHILESH KUMAR,others,2203.00
INC,4.00,237.00,Manikpur,Chitrakoot,RAMDAYAL,Independent,2102.00
INC,4.00,237.00,Manikpur,Chitrakoot,SHEKH KHUDABAKHS,Independent,1959.00
INC,4.00,237.00,Manikpur,Chitrakoot,SATYADEV,Independent,1848.00
INC,4.00,237.00,Manikpur,Chitrakoot,HAJARI LAL,others,1618.00
INC,4.00,237.00,Manikpur,Chitrakoot,ABHISHEK DWIVEDI,others,1249.00
INC,4.00,237.00,Manikpur,Chitrakoot,SARYU PRASAD KESHRVANI,others,1239.00
INC,4.00,237.00,Manikpur,Chitrakoot,INDRAPAL,Independent,940.00
SP,4.00,238.00,Jahanabad,Fatehpur,JAI KUMAR SINGH JAIKI,BJP+,81438.00
SP,4.00,238.00,Jahanabad,Fatehpur,MADANGOPAL VERMA,SP,33832.00
SP,4.00,238.00,Jahanabad,Fatehpur,RAM NARAYAN NISHAD,BSP,32010.00
SP,4.00,238.00,Jahanabad,Fatehpur,ADITYA PANDEY,RLD,21812.00
SP,4.00,238.00,Jahanabad,Fatehpur,VIVEK KUMAR,others,2117.00
SP,4.00,238.00,Jahanabad,Fatehpur,PREM NARAYAN,others,1519.00
SP,4.00,238.00,Jahanabad,Fatehpur,MANOJ KUMAR,others,1262.00
SP,4.00,238.00,Jahanabad,Fatehpur,None of the Above,None of the Above,1262.00
SP,4.00,238.00,Jahanabad,Fatehpur,GRISH CHANDRA,others,1230.00
SP,4.00,238.00,Jahanabad,Fatehpur,SHRIRAM,others,856.00
SP,4.00,238.00,Jahanabad,Fatehpur,ANOOP SACHAN,others,853.00
SP,4.00,238.00,Jahanabad,Fatehpur,SHRINARAYAN,others,783.00
SP,4.00,238.00,Jahanabad,Fatehpur,HARI PRASAD NISHAD,others,756.00
SP,4.00,238.00,Jahanabad,Fatehpur,JAGDISHWAR,Independent,726.00
SP,4.00,238.00,Jahanabad,Fatehpur,KRISHNA DUTT,others,579.00
SP,4.00,238.00,Jahanabad,Fatehpur,SHIVNARAYAN,others,465.00
FF,4.00,239.00,Binkdi,Fatehpur,KARAN SINGH PATEL,BJP+,97996.00
FF,4.00,239.00,Binkdi,Fatehpur,RAMESHWAR DAYAL,SP,41618.00
FF,4.00,239.00,Binkdi,Fatehpur,SUKHDEV PRASAD VERMA,BSP,32297.00
FF,4.00,239.00,Binkdi,Fatehpur,None of the Above,None of the Above,2142.00
FF,4.00,239.00,Binkdi,Fatehpur,ABHIMANYU SINGH,INC,2002.00
FF,4.00,239.00,Binkdi,Fatehpur,AMARJEET SINGH JANSEWAK,others,1745.00
FF,4.00,239.00,Binkdi,Fatehpur,SHAHEEN HASAN,RLD,1561.00
FF,4.00,239.00,Binkdi,Fatehpur,SEWALAL SONKAR,Independent,1540.00
FF,4.00,239.00,Binkdi,Fatehpur,ACHARYA SUBHASH CHANDRA TRIPATHI,others,1493.00
FF,4.00,239.00,Binkdi,Fatehpur,RAMBABU,others,608.00
FF,4.00,239.00,Binkdi,Fatehpur,RITA DEVI,others,542.00
FF,4.00,239.00,Binkdi,Fatehpur,MUBARAK ALI,others,427.00
SP,4.00,240.00,Fatehpur,Fatehpur,VIKRAM SINGH,BJP+,89481.00
SP,4.00,240.00,Fatehpur,Fatehpur,CHANDRA PRAKASH LODHI,SP,57983.00
SP,4.00,240.00,Fatehpur,Fatehpur,SAMEER TRIVEDI,BSP,35548.00
SP,4.00,240.00,Fatehpur,Fatehpur,GAYA PRASAD,others,2013.00
SP,4.00,240.00,Fatehpur,Fatehpur,None of the Above,None of the Above,1961.00
SP,4.00,240.00,Fatehpur,Fatehpur,SAURABH MISHRA,Independent,1744.00
SP,4.00,240.00,Fatehpur,Fatehpur,VIKRAM SINGH LODHI,RLD,1614.00
SP,4.00,240.00,Fatehpur,Fatehpur,RAJ KUMAR LODHI,Independent,909.00
SP,4.00,240.00,Fatehpur,Fatehpur,MO. ANWAR ALI,others,815.00
SP,4.00,240.00,Fatehpur,Fatehpur,RAMESH KUMAR GUPTA,others,677.00
SP,4.00,240.00,Fatehpur,Fatehpur,DURGA PRASAD GUPTA,Independent,548.00
SP,4.00,240.00,Fatehpur,Fatehpur,GANGA PRASAD SINGH LODHI,Independent,513.00
SP,4.00,240.00,Fatehpur,Fatehpur,BABU RAM,Independent,480.00
SP,4.00,240.00,Fatehpur,Fatehpur,KAMLESH KUMARI,others,456.00
SP,4.00,240.00,Fatehpur,Fatehpur,SURESH,others,426.00
SP,4.00,241.00,Ayah shah,Fatehpur,VIKAS GUPTA,BJP+,81203.00
SP,4.00,241.00,Ayah shah,Fatehpur,AYODHYA PRASAD,SP,29238.00
SP,4.00,241.00,Ayah shah,Fatehpur,RAMBAHADUR,BSP,27365.00
SP,4.00,241.00,Ayah shah,Fatehpur,ABBAS MEHNDI,others,2159.00
SP,4.00,241.00,Ayah shah,Fatehpur,DEV KUMAR,RLD,1708.00
SP,4.00,241.00,Ayah shah,Fatehpur,SUKHRAJ,Independent,1691.00
SP,4.00,241.00,Ayah shah,Fatehpur,None of the Above,None of the Above,1600.00
SP,4.00,241.00,Ayah shah,Fatehpur,HEMLATA,Independent,1526.00
SP,4.00,241.00,Ayah shah,Fatehpur,BHOLA NATH,Independent,953.00
SP,4.00,241.00,Ayah shah,Fatehpur,B.L.RAI,Independent,823.00
SP,4.00,241.00,Ayah shah,Fatehpur,RAMRAJ,Independent,788.00
SP,4.00,241.00,Ayah shah,Fatehpur,KRISHNA PAL AWASTHI,Independent,458.00
SP,4.00,241.00,Ayah shah,Fatehpur,RAJ KUMAR,Independent,448.00
SP,4.00,241.00,Ayah shah,Fatehpur,HORALAL,others,358.00
SP,4.00,241.00,Ayah shah,Fatehpur,CHHOTELAL,others,333.00
SP,4.00,241.00,Ayah shah,Fatehpur,KRISHNA PAL,Independent,283.00
INC,4.00,242.00,Husainganj,Fatehpur,RANVENDRA PRATAP SINGH URF DHUNNI BHAIYA,BJP+,73595.00
INC,4.00,242.00,Husainganj,Fatehpur,USHA MAURYA,INC,55002.00
INC,4.00,242.00,Husainganj,Fatehpur,MO. ASIF,BSP,34415.00
INC,4.00,242.00,Husainganj,Fatehpur,RAKESH PRAJAPATI,others,3416.00
INC,4.00,242.00,Husainganj,Fatehpur,None of the Above,None of the Above,2361.00
INC,4.00,242.00,Husainganj,Fatehpur,PAPPU SINGH,RLD,2291.00
INC,4.00,242.00,Husainganj,Fatehpur,RAJESH KUMAR SAHU (RAJU SAHU),Independent,1275.00
INC,4.00,242.00,Husainganj,Fatehpur,ISRAR,Independent,755.00
INC,4.00,242.00,Husainganj,Fatehpur,SHAMSHER SINGH,others,724.00
INC,4.00,242.00,Husainganj,Fatehpur,ASHIS,others,699.00
INC,4.00,242.00,Husainganj,Fatehpur,SHAMSHAD AHMAD,others,647.00
INC,4.00,242.00,Husainganj,Fatehpur,KULDEEP URF KULDEEPAK SINGH PAL,others,484.00
INC,4.00,243.00,Khaga (SC),Fatehpur,KRISHNA PASWAN,BJP+,94954.00
INC,4.00,243.00,Khaga (SC),Fatehpur,OM PRAKASH GIHAR,INC,38520.00
INC,4.00,243.00,Khaga (SC),Fatehpur,SUNIL KUMAR,BSP,38359.00
INC,4.00,243.00,Khaga (SC),Fatehpur,HEERA LAL,others,4293.00
INC,4.00,243.00,Khaga (SC),Fatehpur,None of the Above,None of the Above,3801.00
INC,4.00,243.00,Khaga (SC),Fatehpur,RAJESH RAO,RLD,2846.00
INC,4.00,243.00,Khaga (SC),Fatehpur,ANIL KUMAR,others,1798.00
INC,4.00,244.00,Rampur khas,Pratapgarh,ARADHANA MISHRA 'MONA',INC,81463.00
INC,4.00,244.00,Rampur khas,Pratapgarh,NAGESH PRATAP SINGH URF CHHOTE SARKAR,BJP+,64397.00
INC,4.00,244.00,Rampur khas,Pratapgarh,ASHOK SINGH,BSP,7933.00
INC,4.00,244.00,Rampur khas,Pratapgarh,KAMARUDDIN,others,3472.00
INC,4.00,244.00,Rampur khas,Pratapgarh,SURENDRA SINGH,others,3055.00
INC,4.00,244.00,Rampur khas,Pratapgarh,None of the Above,None of the Above,1595.00
INC,4.00,244.00,Rampur khas,Pratapgarh,GYANENDRA SINGH,others,1495.00
INC,4.00,244.00,Rampur khas,Pratapgarh,VANDNA GUPTA,others,1293.00
INC,4.00,244.00,Rampur khas,Pratapgarh,ARVIND KUMAR,RLD,1207.00
INC,4.00,244.00,Rampur khas,Pratapgarh,KAMTA PATEL,others,902.00
INC,4.00,244.00,Rampur khas,Pratapgarh,RAVINDRA KUMAR,others,870.00
INC,4.00,244.00,Rampur khas,Pratapgarh,SURENDRA BAHADUR,others,857.00
INC,4.00,244.00,Rampur khas,Pratapgarh,NAVEEN PRATAP SINGH,Independent,645.00
INC,4.00,244.00,Rampur khas,Pratapgarh,NAGESH SINGH,others,542.00
INC,4.00,244.00,Rampur khas,Pratapgarh,DURGESH KUMAR,others,496.00
INC,4.00,244.00,Rampur khas,Pratapgarh,JAGRAM YADAV,others,433.00
DNC,4.00,245.00,Babaganj (SC),Pratapgarh,VINOD KUMAR,Independent,87778.00
DNC,4.00,245.00,Babaganj (SC),Pratapgarh,PAWAN KUMAR,BJP+,50618.00
DNC,4.00,245.00,Babaganj (SC),Pratapgarh,DAYA RAM,BSP,17205.00
DNC,4.00,245.00,Babaganj (SC),Pratapgarh,None of the Above,None of the Above,3386.00
DNC,4.00,245.00,Babaganj (SC),Pratapgarh,RAM SARAN,Independent,3351.00
DNC,4.00,245.00,Babaganj (SC),Pratapgarh,SANJAY KUMAR,others,2298.00
DNC,4.00,245.00,Babaganj (SC),Pratapgarh,SITARAM,Independent,1936.00
DNC,4.00,245.00,Babaganj (SC),Pratapgarh,KUWAR BHARATI,Independent,1403.00
DNC,4.00,246.00,Kunda,Pratapgarh,RAGHURAJ PRATAP SINGH,Independent,136597.00
DNC,4.00,246.00,Kunda,Pratapgarh,JANKI SHARAN,BJP+,32950.00
DNC,4.00,246.00,Kunda,Pratapgarh,PARVEZ AKHTAR,BSP,17261.00
DNC,4.00,246.00,Kunda,Pratapgarh,BHAGWANDEEN,Independent,5514.00
DNC,4.00,246.00,Kunda,Pratapgarh,None of the Above,None of the Above,3992.00
DNC,4.00,246.00,Kunda,Pratapgarh,RAM KRIPAL,Independent,2615.00
DNC,4.00,246.00,Kunda,Pratapgarh,JIYALAL,others,2109.00
INC,4.00,247.00,Bishwavnathganj,Pratapgarh,RAKESH KUMAR VERMA ALIAS DR.R.K.VERMA,BJP+,81899.00
INC,4.00,247.00,Bishwavnathganj,Pratapgarh,SANJAY PANDEY,INC,58541.00
INC,4.00,247.00,Bishwavnathganj,Pratapgarh,PREMANAND TRIPATHI,BSP,33878.00
INC,4.00,247.00,Bishwavnathganj,Pratapgarh,RAKESH KUMAR,Independent,5830.00
INC,4.00,247.00,Bishwavnathganj,Pratapgarh,UPENDRA NARAYAN,others,2627.00
INC,4.00,247.00,Bishwavnathganj,Pratapgarh,SUSHIL KUMAR,others,2053.00
INC,4.00,247.00,Bishwavnathganj,Pratapgarh,None of the Above,None of the Above,1951.00
INC,4.00,247.00,Bishwavnathganj,Pratapgarh,RAJENDRA KUMAR DUBEY,others,1632.00
INC,4.00,247.00,Bishwavnathganj,Pratapgarh,RAM LAKHAN CHATURVEDI,Independent,1616.00
INC,4.00,247.00,Bishwavnathganj,Pratapgarh,ABDUL LATIF,others,1591.00
INC,4.00,247.00,Bishwavnathganj,Pratapgarh,NANDLAL YADAV,others,1238.00
INC,4.00,247.00,Bishwavnathganj,Pratapgarh,INDRAJEET,Independent,1156.00
